suj,rt,acc,congr,soa,tloc,cloc
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,680.85,1,0,450,2,1
1,400.85,1,1,-150,1,1
1,407.32,1,0,-150,1,2
1,380.88,1,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,1
1,447.41,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,2
1,450.89,1,1,-150,2,2
1,NaN,0,0,-600,1,2
1,372.38,1,0,450,1,2
1,NaN,0,NaN,NaN,2,NaN
1,934.95,1,NaN,NaN,2,NaN
1,1490.6,1,0,150,2,1
1,NaN,0,1,150,2,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,450.5,1,1,450,2,2
1,NaN,1,NaN,NaN,NaN,NaN
1,560.84,1,1,-600,1,1
1,589.63,1,1,150,1,1
1,NaN,0,1,-600,2,2
1,NaN,0,0,150,1,2
1,NaN,0,1,450,1,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,NaN
1,499.15,1,1,-150,2,2
1,743,1,NaN,NaN,1,NaN
1,551.95,1,1,-600,2,2
1,451.43,1,NaN,NaN,1,NaN
1,NaN,0,0,-150,2,1
1,509.92,1,0,450,1,2
1,NaN,0,0,450,2,1
1,601.64,1,NaN,NaN,1,NaN
1,NaN,0,1,450,1,1
1,NaN,0,1,150,1,1
1,294.93,0,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,484.58,1,0,150,2,1
1,538.56,1,0,150,1,2
1,374.59,1,0,-150,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,339.81,1,0,-600,1,2
1,603.25,1,0,150,1,2
1,379.25,1,NaN,NaN,1,NaN
1,432.66,1,NaN,NaN,1,NaN
1,387.49,1,0,450,2,1
1,506.33,1,0,450,2,1
1,403.55,1,0,150,2,1
1,356.88,1,1,-600,1,1
1,393.03,1,1,-600,2,2
1,NaN,1,NaN,NaN,NaN,NaN
1,439.78,1,1,150,2,2
1,NaN,1,NaN,NaN,NaN,1
1,465.36,1,0,-600,2,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,454.97,1,1,450,1,1
1,1079.4,1,NaN,NaN,2,NaN
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,NaN,NaN,2,NaN
1,NaN,0,0,-600,2,1
1,434.09,1,NaN,NaN,1,NaN
1,496.76,1,0,-600,1,2
1,NaN,1,NaN,NaN,NaN,2
1,437.74,1,0,150,1,2
1,NaN,0,1,450,2,2
1,419.22,1,1,450,1,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,1,-600,2,2
1,620.34,1,0,450,1,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,0,1,150,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,1,150,2,2
1,459.31,1,0,150,2,1
1,NaN,1,NaN,NaN,NaN,1
1,362.78,1,1,150,1,1
1,NaN,1,NaN,NaN,NaN,1
1,355.03,1,1,-150,2,2
1,553.13,1,NaN,NaN,1,NaN
1,NaN,0,0,-150,2,1
1,393.79,1,0,-150,1,2
1,475.93,1,0,-150,2,1
1,349.99,1,1,-150,1,1
1,NaN,0,NaN,NaN,2,NaN
1,898.84,1,1,450,2,2
1,NaN,1,NaN,NaN,NaN,2
1,493.36,1,1,-150,2,2
1,353.1,1,1,-600,1,1
1,NaN,0,0,-150,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,NaN,NaN,2,NaN
1,560.98,1,0,450,1,2
1,NaN,0,1,-150,1,1
1,NaN,1,NaN,NaN,NaN,2
1,486.66,1,0,150,1,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,540.29,1,1,450,2,2
1,NaN,0,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,631.65,1,1,450,1,1
1,416.11,1,1,-600,1,1
1,468.17,1,0,-600,1,2
1,501.2,1,0,-600,2,1
1,NaN,0,1,150,2,2
1,NaN,0,1,150,2,2
1,NaN,0,1,450,2,2
1,NaN,1,NaN,NaN,NaN,1
1,430.93,1,0,150,1,2
1,NaN,1,NaN,NaN,NaN,1
1,471.78,1,NaN,NaN,1,NaN
1,450.06,1,1,450,1,1
1,873.69,1,0,450,1,2
1,648.9,1,0,450,1,2
1,NaN,0,NaN,NaN,2,NaN
1,NaN,0,1,150,1,1
1,NaN,0,NaN,NaN,1,NaN
1,455.63,1,0,150,2,1
1,NaN,0,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,0,150,2,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,1,150,1,1
1,NaN,1,NaN,NaN,NaN,1
1,522.16,1,0,450,2,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,1,-150,2,2
1,NaN,0,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,1
1,522.56,1,NaN,NaN,2,NaN
1,474.48,1,1,-600,2,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,522.07,1,NaN,NaN,2,NaN
1,NaN,0,1,-150,1,1
1,NaN,0,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,NaN,NaN,2,NaN
1,416.49,1,NaN,NaN,1,NaN
1,498.47,1,0,-150,1,2
1,1560.6,0,NaN,NaN,NaN,2
1,542.16,1,1,-150,2,2
1,682.72,1,0,-600,1,2
1,NaN,0,1,-600,2,2
1,NaN,0,0,-150,1,2
1,NaN,0,0,450,2,1
1,NaN,0,0,-600,2,1
1,361.35,1,1,-150,1,1
1,NaN,0,0,-150,1,2
1,564.01,1,1,-600,2,2
1,532.61,1,0,-600,1,2
1,NaN,1,NaN,NaN,NaN,1
1,448.1,1,1,450,1,1
1,511.81,1,1,150,1,1
1,NaN,0,0,450,2,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,1,-150,2,2
1,766.16,1,1,450,1,1
1,NaN,1,NaN,NaN,NaN,2
1,445.6,1,0,-600,2,1
1,NaN,0,0,-150,2,1
1,450.04,1,1,450,2,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,352.27,1,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,545.87,1,NaN,NaN,2,NaN
1,NaN,0,NaN,NaN,2,NaN
1,390.62,1,0,450,2,1
1,498.75,1,0,150,2,1
1,NaN,0,0,150,2,1
1,418.85,1,1,450,2,2
1,NaN,0,1,150,1,1
1,429.14,1,0,150,1,2
1,NaN,0,0,-600,2,1
1,NaN,1,NaN,NaN,NaN,2
1,165.48,1,0,-150,2,1
1,NaN,0,NaN,NaN,1,NaN
1,466.77,1,1,150,2,2
1,371.89,1,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,426.43,1,0,-600,1,2
1,NaN,0,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,0,0,150,1,2
1,NaN,0,0,450,1,2
1,509.06,1,NaN,NaN,1,NaN
1,NaN,0,1,-600,2,2
1,328.53,1,1,-150,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,0,1,-150,2,2
1,466.64,1,NaN,NaN,2,NaN
1,427.91,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,2
1,1478.9,0,NaN,NaN,NaN,2
1,NaN,0,1,150,2,2
1,NaN,1,NaN,NaN,NaN,NaN
1,501.21,1,0,-150,1,2
1,NaN,0,NaN,NaN,2,NaN
1,NaN,0,0,450,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,1
1,357.82,1,1,-150,2,2
1,403.64,1,1,150,1,1
1,526.8,1,0,450,1,2
1,NaN,1,NaN,NaN,NaN,1
1,392.79,1,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,2
1,189.79,0,NaN,NaN,NaN,2
1,NaN,0,1,-600,2,2
1,NaN,0,1,-150,2,2
1,NaN,0,0,450,2,1
1,643.88,1,1,450,2,2
1,470.05,1,0,450,1,2
1,NaN,1,NaN,NaN,NaN,NaN
1,373.45,1,0,-600,2,1
1,568.86,1,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,471.82,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,1
1,425.94,1,1,-150,1,1
1,NaN,0,0,150,2,1
1,431.51,1,1,-600,2,2
1,1007.9,1,NaN,NaN,2,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,465.38,1,0,450,2,1
1,NaN,1,NaN,NaN,NaN,NaN
1,443.78,1,1,450,1,1
1,491.36,1,0,-600,1,2
1,535.56,1,1,150,2,2
1,NaN,1,NaN,NaN,NaN,1
1,462.92,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,1
1,487.19,1,1,150,2,2
1,NaN,0,1,450,2,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,NaN,NaN,2,NaN
1,NaN,0,NaN,NaN,2,NaN
1,430.21,1,1,-150,1,1
1,NaN,0,1,150,1,1
1,NaN,1,NaN,NaN,NaN,1
1,423.14,1,0,150,1,2
1,456.55,1,0,-600,1,2
1,450.62,1,0,-150,1,2
1,464.32,1,NaN,NaN,2,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,472.3,1,NaN,NaN,1,NaN
1,562.44,1,NaN,NaN,1,NaN
1,NaN,0,1,450,1,1
1,649.03,1,0,150,1,2
1,NaN,1,NaN,NaN,NaN,1
1,408.58,1,0,-150,1,2
1,NaN,0,0,-600,2,1
1,495.08,1,0,150,2,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,2271.5,0,NaN,NaN,NaN,2
1,403.82,1,1,-600,1,1
1,470.7,1,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,496.41,1,1,150,2,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,573.12,1,1,450,2,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,434.54,1,0,450,1,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,0,0,-600,2,1
1,NaN,0,1,-600,2,2
1,330.59,1,1,-150,1,1
1,NaN,0,NaN,NaN,2,NaN
1,466.79,1,0,-600,1,2
1,NaN,0,1,450,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,0,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,NaN
1,497.43,1,0,-150,2,1
1,NaN,0,1,150,1,1
1,1169.4,1,NaN,NaN,2,NaN
1,1042.3,1,1,-150,2,2
1,543.77,1,0,-150,1,2
1,NaN,0,1,-600,1,1
1,NaN,0,1,-600,1,1
1,454.61,1,NaN,NaN,1,NaN
1,799.91,1,1,450,1,1
1,467.41,1,0,-600,2,1
1,NaN,0,NaN,NaN,2,NaN
1,902.29,1,1,150,1,1
1,745.5,1,0,450,2,1
1,NaN,0,0,450,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,0,150,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,0,150,1,2
1,847.15,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,380.12,1,0,-600,1,2
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,1,-600,2,2
1,415.72,1,1,-150,1,1
1,NaN,0,0,150,2,1
1,NaN,0,0,450,2,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,433.57,1,1,-150,2,2
1,470.44,1,NaN,NaN,1,NaN
1,NaN,0,1,150,2,2
1,NaN,0,0,150,2,1
1,508.8,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,NaN,NaN,2,NaN
1,NaN,0,1,450,2,2
1,352.45,1,1,-150,1,1
1,467.36,1,0,450,2,1
1,NaN,1,NaN,NaN,NaN,2
1,403.48,1,NaN,NaN,1,NaN
1,524.29,1,1,-600,1,1
1,NaN,0,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,1
1,428.55,1,0,150,1,2
1,524.03,1,1,-600,2,2
1,515.49,1,0,150,2,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,0,0,-600,2,1
1,450.03,1,1,450,1,1
1,1636.2,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,1
1,NaN,0,0,450,2,1
1,NaN,0,1,-600,2,2
1,484.55,1,1,-600,1,1
1,703.84,1,0,150,1,2
1,NaN,0,1,450,2,2
1,NaN,1,NaN,NaN,NaN,1
1,863.66,0,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,2
1,468.2,1,1,150,2,2
1,512.92,1,0,450,1,2
1,399.5,1,0,-600,2,1
1,461.03,1,NaN,NaN,1,NaN
1,446.76,1,0,-150,1,2
1,1316.6,1,NaN,NaN,2,NaN
1,401.97,1,1,150,1,1
1,483.84,1,0,-600,1,2
1,488.1,1,1,-150,2,2
1,NaN,0,0,-150,2,1
1,898.82,1,1,150,2,2
1,NaN,1,NaN,NaN,NaN,2
1,450.03,1,1,450,2,2
1,553.39,1,1,150,1,1
1,511.11,1,0,-600,1,2
1,520.69,1,1,450,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,1
1,534.76,1,0,150,2,1
1,599.01,1,0,450,1,2
1,NaN,1,NaN,NaN,NaN,1
1,414.26,1,NaN,NaN,2,NaN
1,NaN,0,0,-150,1,2
1,471.8,1,NaN,NaN,2,NaN
1,NaN,1,NaN,NaN,NaN,2
1,355.22,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,1
1,460.2,1,NaN,NaN,2,NaN
1,NaN,0,1,-150,1,1
1,344.44,1,1,-150,2,2
1,NaN,1,NaN,NaN,NaN,1
1,477.87,1,0,-600,1,2
1,478.58,1,0,-150,2,1
1,NaN,1,NaN,NaN,NaN,2
1,372.97,1,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,1
1,518.51,1,0,-600,2,1
1,475.21,1,0,150,2,1
1,576.45,1,1,150,2,2
1,NaN,1,NaN,NaN,NaN,1
1,441.56,1,1,-600,2,2
1,523.37,1,0,450,1,2
1,450.71,1,NaN,NaN,1,NaN
1,NaN,0,0,450,2,1
1,NaN,0,0,450,1,2
1,NaN,1,NaN,NaN,NaN,NaN
1,431.94,1,1,-600,1,1
1,NaN,1,NaN,NaN,NaN,NaN
1,382.03,1,0,-600,1,2
1,474.13,1,0,-150,1,2
1,NaN,1,NaN,NaN,NaN,NaN
1,526.94,1,0,-150,2,1
1,NaN,0,NaN,NaN,2,NaN
1,373.11,1,0,-600,2,1
1,NaN,0,1,450,1,1
1,455.98,1,1,150,1,1
1,382.02,1,1,-600,1,1
1,NaN,0,NaN,NaN,1,NaN
1,NaN,1,NaN,NaN,NaN,1
1,410.36,1,1,150,1,1
1,NaN,0,NaN,NaN,2,NaN
1,382.45,1,1,-150,2,2
1,NaN,0,0,150,2,1
1,345.37,1,1,-150,1,1
1,NaN,1,NaN,NaN,NaN,2
1,393.58,1,1,450,1,1
1,391.45,1,0,-150,1,2
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,1
1,651.8,1,1,450,2,2
1,NaN,1,NaN,NaN,NaN,2
1,450.04,1,0,450,2,1
1,NaN,1,NaN,NaN,NaN,2
1,NaN,1,NaN,NaN,NaN,NaN
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,NaN,1,NaN,NaN,NaN,1
1,411.33,1,NaN,NaN,1,NaN
1,445.77,1,1,-150,2,2
1,423.78,1,1,-150,1,1
1,NaN,0,1,150,2,2
1,NaN,1,NaN,NaN,NaN,2
1,724.13,1,1,450,2,2
1,501.89,1,0,150,1,2
1,NaN,0,NaN,NaN,2,NaN
1,NaN,1,NaN,NaN,NaN,2
1,369.67,1,0,150,1,2
1,1271.7,1,NaN,NaN,2,NaN
1,775.8,1,1,-600,2,2
2,450.23,1,1,450,1,1
2,416.15,1,1,150,2,2
2,402.37,1,NaN,NaN,2,NaN
2,442.68,1,0,-150,1,2
2,313.13,1,0,-600,2,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,1
2,686.46,1,0,-150,2,1
2,NaN,1,NaN,NaN,NaN,1
2,475.29,1,0,150,2,1
2,541.85,1,0,150,1,2
2,450.28,1,0,450,2,1
2,539.51,1,NaN,NaN,1,NaN
2,517.29,1,0,450,1,2
2,446.72,1,0,-600,2,1
2,453.78,1,1,-600,2,2
2,444.92,1,NaN,NaN,1,NaN
2,521,1,1,150,1,1
2,361.94,1,1,-150,1,1
2,565.33,1,0,450,1,2
2,NaN,0,0,-600,1,2
2,464.66,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,NaN
2,615.69,1,1,-600,1,1
2,430.39,1,1,-150,2,2
2,NaN,1,NaN,NaN,NaN,2
2,649.6,1,1,-600,1,1
2,504.14,1,0,-150,1,2
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,1
2,544.06,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,1
2,523.58,1,0,-150,2,1
2,588.25,1,0,-600,1,2
2,651,1,NaN,NaN,2,NaN
2,551.57,1,1,150,2,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,920.76,1,NaN,NaN,1,NaN
2,408.69,1,1,-150,1,1
2,NaN,0,NaN,NaN,1,NaN
2,450.29,1,1,450,2,2
2,579.67,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,NaN
2,524.64,1,1,450,2,2
2,689.25,1,1,450,1,1
2,549.8,1,0,150,2,1
2,618.9,1,1,-150,2,2
2,489.35,1,1,150,1,1
2,NaN,1,NaN,NaN,NaN,1
2,432.16,1,0,-150,2,1
2,NaN,1,NaN,NaN,NaN,2
2,676.42,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,1,-150,1,1
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,0,0,-150,1,2
2,567.09,1,NaN,NaN,1,NaN
2,NaN,1,NaN,NaN,NaN,2
2,581.87,1,1,450,1,1
2,665.77,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,1
2,484.53,1,NaN,NaN,2,NaN
2,797.96,1,1,450,2,2
2,NaN,1,NaN,NaN,NaN,NaN
2,513.42,1,NaN,NaN,1,NaN
2,619.52,1,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,1
2,162.92,0,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,450,1,2
2,NaN,1,NaN,NaN,NaN,2
2,600.56,1,1,-600,2,2
2,585.96,1,1,150,1,1
2,604.12,1,1,450,1,1
2,497.39,1,1,-150,2,2
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,1
2,512.93,1,0,-150,1,2
2,NaN,0,NaN,NaN,1,NaN
2,503.67,1,1,-150,2,2
2,527.15,1,1,150,1,1
2,479.22,1,1,-150,1,1
2,727.49,1,0,150,2,1
2,691.81,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,1
2,581.47,1,NaN,NaN,2,NaN
2,531.68,1,NaN,NaN,2,NaN
2,570.38,1,1,150,2,2
2,505.74,1,NaN,NaN,1,NaN
2,454.97,1,0,150,2,1
2,NaN,0,0,-600,2,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,0,450,1,2
2,587.27,1,0,450,2,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,1,-600,1,1
2,NaN,1,NaN,NaN,NaN,1
2,553.21,1,0,450,2,1
2,NaN,0,1,450,2,2
2,560.4,1,1,-600,1,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,1,150,2,2
2,NaN,0,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,0,1,-600,2,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,-600,2,1
2,NaN,0,0,-150,2,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,288.25,1,0,-600,1,2
2,783.07,1,NaN,NaN,1,NaN
2,477.1,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,0,0,-150,1,2
2,530.68,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,NaN
2,587.25,1,0,450,2,1
2,560.43,1,0,150,2,1
2,NaN,1,NaN,NaN,NaN,NaN
2,450.24,1,0,450,2,1
2,NaN,0,0,450,1,2
2,505.33,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,1
2,292.33,0,NaN,NaN,NaN,1
2,NaN,0,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,1,-600,2,2
2,NaN,0,0,150,2,1
2,558.99,1,0,-600,2,1
2,533,1,1,150,2,2
2,NaN,0,1,450,2,2
2,NaN,1,NaN,NaN,NaN,NaN
2,510.43,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,452.67,1,NaN,NaN,1,NaN
2,518.24,1,1,-600,2,2
2,NaN,0,0,-150,2,1
2,425.59,1,0,-150,2,1
2,565.06,1,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,1
2,530.91,1,1,450,2,2
2,NaN,1,NaN,NaN,NaN,2
2,380.13,1,1,-150,1,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,1,-600,1,1
2,NaN,0,0,150,1,2
2,NaN,0,1,450,1,1
2,504.16,1,NaN,NaN,1,NaN
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,0,450,1,2
2,966.23,1,1,150,1,1
2,NaN,0,1,-600,1,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,NaN,NaN,1,NaN
2,797.28,1,1,-150,1,1
2,676.48,1,1,-150,2,2
2,598.09,1,0,-150,1,2
2,717.3,1,1,150,1,1
2,513.39,1,1,150,2,2
2,NaN,1,NaN,NaN,NaN,1
2,628.98,1,1,450,1,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,NaN,NaN,2,NaN
2,507.99,1,1,150,1,1
2,470.6,1,0,-150,1,2
2,574.59,1,0,150,2,1
2,956.14,1,1,450,1,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,571.93,1,0,-150,2,1
2,684.94,1,0,-600,2,1
2,656.59,1,0,150,1,2
2,NaN,0,1,-600,1,1
2,465.39,1,0,-150,2,1
2,544.8,1,1,150,1,1
2,542.85,1,NaN,NaN,2,NaN
2,643.01,1,NaN,NaN,2,NaN
2,563.11,1,1,-600,1,1
2,367.07,1,1,-600,2,2
2,NaN,1,NaN,NaN,NaN,NaN
2,535.38,1,NaN,NaN,1,NaN
2,492.16,1,1,-150,2,2
2,NaN,1,NaN,NaN,NaN,NaN
2,541.57,1,0,450,1,2
2,571.47,1,0,150,2,1
2,602.29,1,1,450,2,2
2,NaN,1,NaN,NaN,NaN,1
2,519.75,1,NaN,NaN,1,NaN
2,445.01,1,0,-150,1,2
2,489.16,1,NaN,NaN,2,NaN
2,NaN,1,NaN,NaN,NaN,1
2,673.95,1,0,-600,2,1
2,450.26,1,1,450,2,2
2,441.45,1,1,-150,1,1
2,450.25,1,0,450,1,2
2,450.32,1,0,450,2,1
2,561.44,1,1,-150,1,1
2,NaN,0,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,NaN
2,559.29,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,450,2,1
2,614.29,1,NaN,NaN,1,NaN
2,NaN,0,1,150,2,2
2,540.64,1,NaN,NaN,1,NaN
2,NaN,0,1,150,2,2
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,0,1,-600,2,2
2,NaN,0,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,-600,1,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,-600,2,1
2,710.2,1,0,150,2,1
2,NaN,0,NaN,NaN,1,NaN
2,695.89,1,0,-150,2,1
2,418.61,1,1,-150,2,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,1,NaN,NaN,NaN,2
2,NaN,0,0,450,1,2
2,NaN,0,1,-600,1,1
2,707.53,1,0,450,2,1
2,NaN,1,NaN,NaN,NaN,1
2,NaN,1,NaN,NaN,NaN,1
2,566.77,1,0,150,1,2
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,1
2,NaN,0,1,450,1,1
2,NaN,0,1,150,2,2
2,NaN,1,NaN,NaN,NaN,2
2,582.9,1,0,450,1,2
2,420.97,1,1,-150,2,2
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,NaN
2,NaN,1,NaN,NaN,NaN,2
2,610.05,1,1,450,1,1
2,581.22,1,NaN,NaN,1,NaN
2,NaN,1,NaN,NaN,NaN,1
2,463.29,1,0,-150,1,2
2,NaN,1,NaN,NaN,NaN,2
2,581.46,1,1,150,2,2
2,507.46,1,1,450,2,2
2,NaN,1,NaN,NaN,NaN,1
